system:index,afri1600,afri2100,andwi,arvi,atsavi,avi,aweinsh,aweish,bai,bcc,bi,bitm,bixs,bndvi,bwdrvi,cig,cvi,day,dbsi,dsi,dswi1,dswi2,dswi3,dswi4,dswi5,dvi,ebi,embi,evi,evi2,exg,exgr,exr,fcvi,gari,gbndvi,gcc,gdvi,gemi,gli,gndvi,gosavi,grndvi,grvi,gsavi,gvmi,hour,iavi,ikaw,ipvi,kipvi,kndvi,krvi,kvari,lswi,mbi,mbwi,mcari1,mcari2,mgrvi,minute,mlswi26,mlswi27,mndvi,mndwi,mnli,month,mrbvi,msavi,msi,msr,mtvi1,mtvi2,muwir,nbli,nblioli,ndbai,nddi,ndii,ndmi,ndpi,ndponi,ndsoi,ndti,ndvi,ndvimndwi,ndwi,ndwins,ndyi,ngrdi,nirv,nli,nmdi,normg,normnir,normr,nrfig,nrfir,nsds,nsdsi1,nsdsi2,nsdsi3,nwi,ocvi,osavi,rcc,rdvi,rgbvi,rgri,ri,ri4xs,sarvi,savi,savi2,sevi,si,slavi,sr,sr2,swm,tdvi,tgi,trivi,tsavi,tvi,vari,vig,wdrvi,wdvi,wi1,wi2,wi2015,wri,year,.geo
1_2_LE07_042028_20160214,0.39274002502208527,0.6089584245480997,0.10165365112365789,0.07197291278552621,0.03826429989243498,0.18443489983426262,0.5754948949184442,0.12311155112923457,0.1734531053952321,0.3288542542283095,-0.08682344925067027,0.26821507217992807,0.2700289896766201,0.07197291278552621,-0.7928878287456537,0.16308336577160612,1.2270886940000603,14,-0.17981099078273285,0.660694977182061,1.5140179124703452,0.7683257549051951,0.7284439998650406,0.9480661591538782,1.1864227471923756,0.02841802383939778,0.7999910706957848,-0.29520267441615744,0.07222914049329918,0.03605185765269723,-0.016194946675031362,-0.11372609159347559,0.09753114491844421,0.037413146173149364,0.5495583945093353,-0.2662147153290486,0.3266199828718673,0.09731077925087807,0.2867940408185515,-0.015194493472412326,0.07536079544007682,0.058799687380261645,-0.2771557696983327,1.1630833657716062,0.05460310473081543,0.4128963129050196,18,0.02661749335321392,0.023284935718992445,0.5243857492203896,0.5011907537996794,0.0023815075993586757,1.0047744249342132,0.0014864501402102634,0.20437333634973404,0.1154929615905354,-0.4075983312421582,0.018468191217064046,0.013569654972978112,-0.0533347208788242,33,0.5495830400182657,0.6476343711612419,0.34583387500609436,0.13103949234195364,-0.2681799524023883,2,0.046539405189204214,0.03608637475646985,0.660694977182061,0.07072164905062664,0.018468191217064046,0.013569654972978112,0.2599990264734305,-0.9978831804014012,-0.9978831804014012,-0.9984575723357948,-4.844788592924384,0.20437333634973404,0.20437333634973404,0.18676009833745347,-0.13103949234195364,-0.2776917258351526,0.026688783251509904,0.0487714984407792,-0.08226799390117444,-0.07536079544007682,0.40855156250795777,-0.0034058354936918884,-0.026688783251509904,0.01490284520269549,-0.4960238630244811,0.703068472763733,0.3107706598041273,0.3614221151508336,0.327807225045039,0.2776917258351526,0.3021627610880204,0.15218874631763402,0.2639127675766652,0.3596898473119736,0.15218874631763402,-0.4252391199400809,1.2376654767395867,0.03826429989243498,0.34452576289982323,0.03722886827717028,-0.030088734198254787,1.0549071400931613,0.026688783251509904,16.136536347955783,0.052248272737390786,0.035911317018327095,1.102550762224366,3.1990822450919874,0.7318384331370366,0.7178526009130323,1.102550762224366,1.1630833657716062,1.0391451829524965,0.045688292387982804,-0.6118608531994977,1.1293439146800528,0.0487714984407792,0.7407902409559544,-0.05239347181759202,-0.026688783251509904,-0.8013880439198521,0.02841802383939778,0.2776917258351526,0.28085378194508165,6.461647936010034,1.0639633235398342,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160301,0.22949535878978558,0.4365076158026572,-0.04336755866861048,0.11299984375496168,0.04965812438829886,0.2239888344305248,0.5445555526706233,-0.1020653746290801,0.3237193026706231,0.3179241172106859,0.01053674841363853,0.32416303170291644,0.33151373287627045,0.11299984375496168,-0.7769460645745256,0.21385899929570543,1.305250578449415,1,0.010290802830793595,0.9495303559415937,1.0531800668583697,1.1525034523911588,1.0718835144202266,0.9301089060515143,0.9937909657024003,0.04423819732937689,0.9088189561055344,-0.1444667553862584,0.09768762072725803,0.050013793746060894,-0.013588019287833814,-0.14055853635014834,0.12697051706231452,0.06369318249258162,0.3345403882190158,-0.23686504544619608,0.3286797301218415,0.12060903007487489,0.2215480846348621,-0.010508085068194367,0.09653393407022914,0.07871335126598909,-0.2619222763439786,1.2138589992957054,0.0799456703609439,0.20146941307191338,18,0.01291151509222083,0.05284931875505078,0.5302646837854733,0.5018427336368795,0.003685467273759105,1.0073988455704381,0.0026450459346304043,0.02589453816052703,0.19458755731583635,-0.7641843471810088,0.026287457270029756,0.018213360983883483,-0.07234373958458053,33,0.24939409899035886,0.3365558890549657,0.12074470051677129,-0.07082017040174027,-0.25860294790507166,3,0.10537353192881821,0.051328684053887116,0.9495303559415937,0.08833368146403939,0.026287457270029756,0.018213360983883483,-0.006607021379103745,-0.9974107473985513,-0.9974107473985513,-0.9972249195148413,-4.364745635472976,0.02589453816052703,0.02589453816052703,0.029255567251165585,0.07082017040174027,-0.0244905423796114,0.036220384038462915,0.060529367570946666,0.13134953797268695,-0.09653393407022914,0.39690633626137395,0.016664897900097876,-0.036220384038462915,0.02346595381852616,-0.3913287543965513,0.7167486807501998,0.30405824060975917,0.36903886182801066,0.32690289756223007,0.0244905423796114,0.06065787251678037,0.09514827505385222,0.17376327429118846,0.2103068877047562,0.09514827505385222,-0.5485530489216355,1.3205035668289342,0.04965812438829886,0.3533961526674725,0.05174659146896217,-0.019566624981240573,1.0751850353530477,0.036220384038462915,11.345770721239601,0.09272359800830483,0.05111715138839929,1.1289107655868267,2.8214005826938338,0.676009150328647,0.598682991964168,1.1289107655868267,1.2138589992957054,0.8315771218872211,0.0665748456650063,-0.21567303412462918,1.694918842729973,0.060529367570946666,0.7486786358389271,-0.06777687799428649,-0.036220384038462915,-0.7971226841686688,0.04423819732937689,0.0244905423796114,0.007827641545794321,-7.919220934718098,0.87706475625085,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160317,0.15413801828812926,0.4745260071293069,-0.28626161309740766,0.4224164302225592,0.13816604793154494,0.22332302149491182,-0.1378026497804266,-0.3232696996549561,0.14800659974905897,0.2593735360667093,0.11397661514220497,0.10283550989787031,0.11306008758431062,0.4224164302225592,-0.6044528061650669,0.989999496557009,2.597530099769511,17,0.16744810567154061,1.1130588157013805,0.9035028758583574,2.221853341850414,1.7007638750475083,0.7670614132981941,0.8515189304111521,0.06619332810539526,0.2327170192214885,0.11563292051248966,0.12125851732604573,0.11059010081762012,-0.01053494981179425,-0.07802205489335011,0.06748710508155586,0.09212517252195737,0.3293256113908367,0.047579803427212436,0.32146330898340375,0.3977563230233377,0.4216144268166218,-0.026994392006526736,0.3304092114026913,0.21264513009833094,-0.07371297480457208,1.9899994965570091,0.14826243044158427,0.30108140959627555,18,0.04931525875018331,0.23552841268448474,0.6038127161284619,0.5216914166576143,0.04338283331522852,1.0908277735154448,0.0348820746379946,-0.052044083965779954,0.2864637643084397,-0.47665269447929737,0.04938654127979923,0.04324590491978307,-0.25926185329997903,33,0.5806228779994068,0.7091975202613697,0.16824106841770892,-0.37507353792846426,-0.153688248281516,3,0.4460645399862898,0.10325189560065545,1.1130588157013805,0.3302299556919165,0.04938654127979923,0.04324590491978307,-0.1999639900681884,-0.9991060425977877,-0.9991060425977877,-0.9984907885940549,-4.401363925154429,-0.052044083965779954,-0.052044083965779954,-0.031388434785026696,0.37507353792846426,0.1709554425413168,0.1319323786443332,0.2076254322569236,0.5826989701853879,-0.3304092114026913,0.2682749337285198,0.1069229449728409,-0.1319323786443332,0.039993478968295325,-0.5455298346841703,0.43006023562417955,0.23304241008644108,0.46314351259771397,0.303814077315845,-0.1709554425413168,-0.04044440863644025,0.2187083589391943,0.35885836044983493,0.5600924464110268,0.2187083589391943,-0.7481534057861933,2.7107714403763628,0.13816604793154494,0.4191631549498869,0.11719472040797943,-0.025337291263617598,1.3043368769135955,0.1319323786443332,184.37740232423994,0.1801578069651048,0.10033625448379795,1.5253019138187063,6.12829444507148,0.8988962975873841,0.7305809652691795,1.5253019138187063,1.9899994965570091,0.4318098682634696,0.12186878795493686,0.10399037013801674,2.7938599121706402,0.2076254322569236,0.8411413820819027,-0.203173648151867,-0.1319323786443332,-0.7353539776448769,0.06619332810539526,-0.1709554425413168,-0.27286469875105446,-14.15195947302384,0.5505576145028139,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160402,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,33,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160418,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,33,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160504,-0.016743877556942774,0.19765349372281354,-0.4390152090249706,0.4853505921168151,0.13889754275578822,0.26300640646999246,-0.22615899388331248,-0.6883307590966123,0.3302967848180678,0.22758764004319434,0.25101622573244153,0.1391527689762178,0.15762244313995769,0.4853505921168151,-0.5519226835136026,1.0246360038371558,2.796717228251561,4,0.33149983678682027,1.5669951985901087,0.6383580897796982,3.172279913595253,2.2977757994436216,0.7244141057101672,0.6643739656414351,0.08399193538268507,0.25932501719624357,0.25172696512818815,0.12656311977977655,0.1237007357069513,-0.01063867001254706,-0.1145884874529486,0.10394981744040153,0.13023565244667504,0.20254351076797772,0.0865538835818111,0.32445952517691395,0.3647978189305729,0.43808639002374233,-0.020138276425112515,0.3385827155811296,0.24093068447651392,-0.08098267746666599,2.0246360038371556,0.19173508073322706,-0.013258124721780047,18,-0.008653268850202957,0.3262733401973176,0.5944741348531049,0.5178789894418123,0.035757978883624614,1.0741904805852616,0.049521704632905936,-0.22079113294519673,0.3020918258902865,-0.9520987797992473,0.04327607992471764,0.035145777042534396,-0.31172741327416964,33,0.27934268968859527,0.34980916806417195,-0.145209885976925,-0.52044810649303,-0.17664250872696144,5,0.5892950156610595,0.11915804836159923,1.5669951985901087,0.2967927370050567,0.04327607992471764,0.035145777042534396,-0.376499237608368,-0.9988489226071255,-0.9988489226071255,-0.9973604352159817,-3.5347071426956167,-0.22079113294519673,-0.22079113294519673,-0.1929903023083554,0.52044810649303,0.46107001374606643,0.15988447313985024,0.18894826970620965,0.7093963761992397,-0.3385827155811296,0.26377950643037873,0.1755895286382485,-0.15988447313985024,0.049937446862608696,-0.4413083810775664,0.630324415111281,0.22704502550781908,0.45950866126666706,0.31344631322551386,-0.46107001374606643,-0.32516887794560817,0.07808240025341183,0.14481924828247683,0.16944663655257267,0.07808240025341183,-0.8370826305691252,2.945171139742156,0.13889754275578822,0.4479528347798916,0.12595266834925575,0.016213994395675634,1.3808975104463928,0.15988447313985024,112.27472889570609,0.2549690169376157,0.11625255002210753,1.466203112228209,4.691491939550206,0.8649345224447588,0.49453556503338497,1.466203112228209,2.0246360038371556,0.32752268590930766,0.145429609137266,0.6064283092848183,3.0479185069008774,0.18894826970620965,0.8300132615334689,-0.22678805601093172,-0.15988447313985024,-0.7442653341736281,0.08399193538268507,-0.46107001374606643,-0.5891022859230578,-37.6915989366374,0.45835982484181326,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160520,0.6483112923897464,0.7599621302755519,0.6571026730777056,-0.4399437056941332,-0.41043431913485406,0.7162286999391333,5.914683650407779,4.328297238080301,1.1805023462986197,0.33333333333333337,-0.10466731730744946,1.6022125,1.6022125,-0.4399437056941332,-0.9251234473373324,-0.6110556871986997,0.38894431280130015,20,-0.33666899223361807,0.32328329487784846,3.0935872108531886,0.1257394297402953,0.1257394297402953,1.0,1.2338075828680795,-0.9790410602258468,4.8066375,-0.6286482843192209,3.13736379656598,-0.4475840030761028,0.0,-0.48066374999999995,0.48066374999999995,-0.9790410602258468,1.0,-0.674380216496133,0.33333333333333337,-0.7371992426764501,1.2597193009523364,0.0,-0.4399437056941332,-0.41043431913485406,-0.674380216496133,0.38894431280130015,-0.6070859782286417,0.5838975457691359,18,-0.4399437056941332,0.0,0.2800281471529334,0.5955853021010273,0.1911706042020547,1.472713906759946,0.0,0.5114016239193186,-0.09491030951290404,0.6075900815558344,-1.4098191267252198,-0.6597013579083777,0.0,33,0.3032591943414525,0.3782861963888344,0.5713769619044347,0.7766126979277513,-0.8118005427072036,5,0.0,-0.6711530005978936,0.32328329487784846,-0.518488234119594,-1.4098191267252198,-0.6597013579083776,1.7196032554741678,-0.987239697782001,-0.987239697782001,-0.9983865273206639,0.0,0.5114016239193186,0.5114016239193186,0.29194139102998695,-0.7766126979277513,-0.8081642710068264,0.0,-0.4399437056941332,-1.2165564036218846,0.4399437056941332,0.6919690381317731,0.0,0.0,-0.2741577556663855,-0.6098140209824121,0.9038669954065356,0.4185950541240332,0.16280989175193356,0.4185950541240332,0.8081642710068264,0.8081642710068264,0.08475951989511629,0.1562427675875988,0.18526884299064184,0.08475951989511629,0.23397864258764597,0.38894431280130015,-0.41043431913485406,0.33333333333333337,-0.6562948001896437,0.0,1.0,0.0,0.38954691443468337,-0.6070859782286417,-0.6070859782286417,0.38894431280130015,0.7515678724102782,,0.35163770639946623,0.38894431280130015,0.38894431280130015,3.8859494510317947,-0.9305599202524157,-0.0,-58.74246361355082,-0.4399437056941332,0.245049549409807,0.0,0.0,-0.9251234473373324,-0.9790410602258468,0.8081642710068264,0.8081642710068264,215.74834816813046,3.8859494510317947,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160621,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,33,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160707,0.581296458060904,0.7707737785980158,-0.18283122608101815,0.47937771662464773,0.35598107481848273,0.48828533407002933,0.23448762311794233,-0.3860781728356337,-0.10197105708908405,0.30685057175097114,-0.2627277669664508,0.185385922176005,0.19245922024258016,0.47937771662464773,-0.5574021294789858,1.4584215736925707,2.3461081508610584,7,-0.4476859807318988,0.4012002370016644,2.492844057940999,0.9862992284491682,1.0336278711853704,1.0480493855754012,1.7822867598200889,0.29616192283563364,0.4720476245465547,-0.3513417005114795,0.5552244371015568,0.3826388995581214,0.03558306775407779,-0.011769265370138032,0.04735233312421583,0.29900674090338775,0.8849743099858585,0.1371934603915274,0.35469528683521284,0.738075125076602,0.6918138905885798,0.04729372291477787,0.42167735313714,0.34144747832256883,0.11423314630142134,2.4584215736925707,0.34164142931497354,0.6015269974718409,18,0.4041308571676333,0.048989583076107845,0.7203728589615109,0.595934353523317,0.19186870704663408,1.4749076434800799,0.001152019853711,0.42736290725869236,-0.01666995728768102,-0.5976367534504391,0.44053844792973657,0.33914575595575264,0.04682518398657309,33,0.4530846519169621,0.6091650201558857,0.5886982629062772,0.006940262808877057,0.06528101522794892,7,0.09772420243291606,0.3708315623174179,0.4012002370016644,0.8335481179173702,0.4405384479297366,0.3391457559557527,-0.11656650692602429,-0.9985737046901191,-0.9985737046901191,-0.9985259492731456,43.7151497036207,0.42736290725869236,0.42736290725869236,0.42868810768319743,-0.006940262808877057,-0.22219896727175262,-0.023427472947962272,0.4407457179230217,0.4338054551141447,-0.42167735313714,0.21807745577457296,0.07233263190340691,0.023427472947962272,0.2133552258846529,0.10993155727892033,0.7508921058644188,0.2266277835323325,0.5571165731507107,0.21625564331695685,0.22219896727175262,0.19981444801331438,0.21558876478765474,0.35465048662278076,0.5498890867802905,0.21558876478765474,-0.6501842284314895,2.32864940303416,0.35598107481848273,0.3384541414138161,0.3612911096900253,0.09559025067982761,0.9542798839446751,-0.023427472947962272,23.503050097550812,0.37924168700657174,0.3542677290867822,2.5764531724535207,5.668878331538929,0.8148736164478962,1.5456487623254287,2.5764531724535207,2.4584215736925707,0.5414847601379187,0.4625956047219085,1.9095789523212048,18.13036355081556,0.4407457179230217,0.9699172848708536,0.042028751298998315,0.023427472947962272,-0.5902828536153217,0.29616192283563364,0.22219896727175262,0.1523079514331274,-15.564122082810545,0.5673603197895474,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
1_2_LE07_042028_20160723,0.569775171715284,0.821341156987997,-0.5805458870003288,0.8019433046533283,0.5781233287122994,0.5481711780720894,-0.2933545451693853,-0.7269519730238396,-0.20186755018820574,0.2570524821570289,-0.3352229117967785,0.06564417548030248,0.07234067492642018,0.8019433046533283,-0.047136935892091905,4.546851398993321,4.225954278802684,23,-0.3640570556158352,0.4153493403807672,2.410178353890313,2.3022713707055122,3.0235719135920354,1.3135013446258454,2.1372961519404945,0.38921436637390217,0.11615961077632195,-0.08066569211427677,0.6706079431167932,0.6081424354954315,0.05114623902132995,0.05191691844416556,-7.706794228356021E-4,0.38689314094521127,0.9350829913892305,0.5500667986682262,0.42168776232326377,0.9628671412739623,0.8614099039467417,0.18643597118365549,0.694398678211593,0.5339802528275801,0.5177224091610271,5.546851398993323,0.4826267881351084,0.6710826317307882,18,0.7169353887026069,0.11096087236861418,0.8791811682066947,0.7595474789037179,0.5190949578074361,3.1603195493745804,0.03385871941844984,0.41320821713671746,0.015323529552744795,-0.6263177007528232,0.5906858435382685,0.5736720258295834,0.2655548736956715,33,0.4910587738678351,0.7224227916199739,0.6720658936585868,-0.3943052807975546,0.22377638486666082,7,0.21887643415938154,0.5957332987643554,0.4153493403807672,2.183129473305795,0.5906858435382685,0.5736720258295834,-0.10633716536606026,-0.9995898663793128,-0.9995898663793128,-0.9987611444622269,22.89762977844143,0.41320821713671746,0.41320821713671746,0.44149888912455904,0.3943052807975546,0.04124660320602854,-0.1352837059316942,0.7583623364133898,1.1526676172109442,-0.694398678211593,0.06808072698362387,0.24266202916790705,0.1352837059316942,0.34221312689761846,0.533047819039277,0.6406326964158079,0.13686056127245125,0.7588612045805134,0.10427823414703526,-0.04124660320602854,-0.17553717029034407,0.3587472442512825,0.5277818540844523,1.121616084688917,0.3587472442512825,-0.8722885029887577,4.046296860733877,0.5781233287122994,0.32125975551970726,0.5432871899549716,0.36596211005186235,0.7619388926023745,-0.1352837059316942,87.79559724789489,0.5351931969633711,0.5144082189730382,7.2865144794761765,16.666993375755336,0.9355888169729497,3.004936390802345,7.2865144794761765,5.546851398993323,0.20508881805471582,0.6672155260146457,2.584525047051442,24.127660853199497,0.7583623364133898,1.121761545253253,0.20728642813851678,0.1352837059316942,-0.15728297584248738,0.38921436637390217,-0.04124660320602854,-0.280874644732053,-30.47844130489336,0.2245201299674815,2016,"{""type"":""Point"",""coordinates"":[-117.12850051016842,46.751801722937586]}"
